time,open_DXY,high_DXY,low_DXY,close_DXY,Time Segmented VWAP_DXY,Rolling VWAP_DXY,5 Ema_DXY,13 Ema_DXY,50 Ema_DXY,200 Ema_DXY,800 Ema_DXY,Upper 50 Ema Cloud_DXY,Lower 50 Ema Cloud_DXY,LWeek Hi_DXY,LWeek Lo_DXY,5 Ema.1_DXY,13 Ema.1_DXY,50 Ema.1_DXY,200 Ema.1_DXY,800 Ema.1_DXY,Upper 50 Ema Cloud.1_DXY,Lower 50 Ema Cloud.1_DXY,PVSRA Volume_DXY,open_TOTAL1,high_TOTAL1,low_TOTAL1,close_TOTAL1,Time Segmented VWAP_TOTAL1,Rolling VWAP_TOTAL1,5 Ema_TOTAL1,13 Ema_TOTAL1,50 Ema_TOTAL1,200 Ema_TOTAL1,800 Ema_TOTAL1,Upper 50 Ema Cloud_TOTAL1,Lower 50 Ema Cloud_TOTAL1,LWeek Hi_TOTAL1,LWeek Lo_TOTAL1,5 Ema.1_TOTAL1,13 Ema.1_TOTAL1,50 Ema.1_TOTAL1,200 Ema.1_TOTAL1,800 Ema.1_TOTAL1,Upper 50 Ema Cloud.1_TOTAL1,Lower 50 Ema Cloud.1_TOTAL1,PVSRA Volume_TOTAL1,open,high,low,close,Time Segmented VWAP,Rolling VWAP,5 Ema,13 Ema,50 Ema,200 Ema,800 Ema,Upper 50 Ema Cloud,Lower 50 Ema Cloud,LWeek Hi,LWeek Lo,5 Ema.1,13 Ema.1,50 Ema.1,200 Ema.1,800 Ema.1,Upper 50 Ema Cloud.1,Lower 50 Ema Cloud.1,PVSRA Volume,open_TOTAL3,high_TOTAL3,low_TOTAL3,close_TOTAL3,Time Segmented VWAP_TOTAL3,Rolling VWAP_TOTAL3,5 Ema_TOTAL3,13 Ema_TOTAL3,50 Ema_TOTAL3,200 Ema_TOTAL3,800 Ema_TOTAL3,Upper 50 Ema Cloud_TOTAL3,Lower 50 Ema Cloud_TOTAL3,LWeek Hi_TOTAL3,LWeek Lo_TOTAL3,5 Ema.1_TOTAL3,13 Ema.1_TOTAL3,50 Ema.1_TOTAL3,200 Ema.1_TOTAL3,800 Ema.1_TOTAL3,Upper 50 Ema Cloud.1_TOTAL3,Lower 50 Ema Cloud.1_TOTAL3,PVSRA Volume_TOTAL3
1684195200,102.0109,102.2729,101.7879,102.1839,102.08528834823224,102.59231397071514,101.87972524139444,101.5588940489954,101.93215000969508,103.42434879632565,99.82800534632403,102.23814779934702,101.62615222004314,102.2919,100.5979,101.87972524139444,101.5588940489954,101.93215000969508,103.42434879632565,99.82800534632403,102.23814779934702,101.62615222004314,34915,1094615102481,1103043979323,1082734901686,1094136839693,1096687427173.207,1087883663924.1504,1096577399497.932,1111984120616.6643,1126860180463.9807,1057349479301.5457,1170758997039.338,1146435662246.666,1107284698681.2954,1152166109444,1053657168175,1096577399497.932,1111984120616.6643,1126860180463.9807,1057349479301.5457,1170758997039.338,1146435662246.666,1107284698681.2954,51172468491.55032,568170678215,574024040561,562176786448,570213486263,571001963601.84,585636972330.5897,571559914149.7306,578251533051.2115,590301547189.1954,578692149018.9348,645443506028.1433,596877265461.2758,583725828917.1151,594125659958,553424184093,571559914149.7306,578251533051.2115,590301547189.1954,578692149018.9348,645443506028.1433,596877265461.2758,583725828917.1151,64511193579.33783,349653705501,353608938988,345978947093,350716174500,349928481480.1911,373383355903.25024,350511831292.19867,355401140818.4328,367231556834.3226,372825016894.5509,428117358268.07056,370574990760.25,363888122908.3952,365983911876,342384723983,350511831292.19867,355401140818.4328,367231556834.3226,372825016894.5509,428117358268.07056,370574990760.25,363888122908.3952,70493612579.31583
1684281600,102.1819,102.6949,102.1179,102.4169,102.198104652237,102.5810047627214,102.05878349426295,101.68146632771034,101.95115981323644,103.41432443019303,99.83446950276269,102.25538932363398,101.64693030283892,102.2919,100.5979,102.05878349426295,101.68146632771034,101.95115981323644,103.41432443019303,99.83446950276269,102.25538932363398,101.64693030283892,33607,1093496090218,1110543043792,1074809126146,1102870529573,1096481993028.236,1088680210015.2751,1098675109522.9548,1110682179038.998,1125919409840.805,1057802425075.3907,1170589487757.275,1145372288833.15,1106466530848.4597,1152166109444,1053657168175,1098675109522.9548,1110682179038.998,1125919409840.805,1057802425075.3907,1170589487757.275,1145372288833.15,1106466530848.4597,51669676040.45498,569526999833,577525945956,560105829374,571779599201,570603530765.3582,585675713376.0782,571633142500.1537,577326971072.6099,589575196287.6976,578623367428.7067,645259576173.3939,596145501829.4066,583004890745.9886,594125659958,553424184093,571633142500.1537,577326971072.6099,589575196287.6976,578623367428.7067,645259576173.3939,596145501829.4066,583004890745.9886,64476182602.117134,350043256741,356550703574,345473067440,352552057197,350456561967.9071,373252967384.7073,351191906593.79913,354994128872.51385,366655890181.87854,372623295902.5354,427928680862.1503,370036776036.0762,363275004327.6809,365983911876,342384723983,351191906593.79913,354994128872.51385,366655890181.87854,372623295902.5354,427928680862.1503,370036776036.0762,363275004327.6809,70049387064.54913
1684368000,102.4899,103.2069,102.3859,103.0979,102.3686035710842,102.56828248913374,102.40515566284196,101.88381399518028,101.99613001663892,103.41117592840008,99.84261789351731,102.2979069261214,101.69435310715646,102.2919,100.5979,102.40515566284196,101.88381399518028,101.99613001663892,103.41117592840008,99.84261789351731,102.2979069261214,101.69435310715646,31208,1103226851134,1109776134056,1069810962193,1086899476672,1094460466239.73,1089286697810.5367,1094749898572.6364,1107284650129.427,1124389216383.2048,1058091947976.8496,1170380523934.3403,1143786922385.4634,1104991510380.9463,1152166109444,1053657168175,1094749898572.6364,1107284650129.427,1124389216383.2048,1058091947976.8496,1170380523934.3403,1143786922385.4634,1104991510380.9463,55361525142.08183,572035265989,577155883217,558774162547,567032193776,569825156623.8151,585592117220.8815,570099492925.4358,575856288601.6656,588691156973.5134,578508032367.4857,645064251872.7762,595280077125.4324,582102236821.5945,594125659958,553424184093,570099492925.4358,575856288601.6656,588691156973.5134,578508032367.4857,645064251872.7762,595280077125.4324,582102236821.5945,69514693254.78114,352803334769,356783703952,345625959817,350322520097,350575314061.2366,373040615674.683,350902111094.8661,354326756190.2976,366015365864.82446,372401397635.81366,427734907676.7192,369429757220.7764,362600974508.87256,365983911876,342384723983,350902111094.8661,354326756190.2976,366015365864.82446,372401397635.81366,427734907676.7192,369429757220.7764,362600974508.87256,74991751407.71399
1684454400,103.0829,103.2039,102.5859,102.7509,102.47851420052308,102.55792266910372,102.52040377522798,102.00768342444024,102.02572883951584,103.40460601866477,99.84987952174824,102.3261929598626,101.72526471916908,102.2919,100.5979,102.52040377522798,102.00768342444024,102.02572883951584,103.40460601866477,99.84987952174824,102.3261929598626,101.72526471916908,38162,1087000583617,1101975229587,1081016963087,1091011892094,1093831503080.738,1090031779248.4471,1093503896413.091,1104959970410.0803,1123080301705.1968,1058419509609.856,1170182350072.0674,1142395179690.445,1103765423719.9485,1152166109444,1053657168175,1093503896413.091,1104959970410.0803,1123080301705.1968,1058419509609.856,1170182350072.0674,1142395179690.445,1103765423719.9485,52796845415.91113,567084252438,575090033222,564664223121,569835805262,569832897061.2892,585511015106.0497,570011597037.6239,574996219553.142,587951731416.1992,578421741550.5157,644876415551.6508,594552996991.0302,581350465841.3683,594125659958,553424184093,570011597037.6239,574996219553.142,587951731416.1992,578421741550.5157,644876415551.6508,594552996991.0302,581350465841.3683,66943824418.46185,350467766353,355005999500,348412172323,351757969756,350807631614.8945,372812650567.87823,351187397315.2441,353959786699.68365,365456252291.9294,372195990393.22845,427545202463.434,368903151895.4424,362009352688.4164,365983911876,342384723983,351187397315.2441,353959786699.68365,365456252291.9294,372195990393.22845,427545202463.434,368903151895.4424,362009352688.4164,72601396924.04764
1684800000,102.8419,103.2329,102.7519,103.1309,102.90871892597782,102.52617280699036,102.78823501121244,102.26637353632344,102.09861474189832,103.39602398319704,99.8654441912709,102.39548606502858,101.80174341876804,103.2069,101.7879,102.78823501121244,102.26637353632344,102.09861474189832,103.39602398319704,99.8654441912709,102.39548606502858,101.80174341876804,32293,1087956175699,1112407435726,1084482991534,1101567373623,1093898432501.9878,1095141032218.2644,1093719810450.302,1099372292815.4792,1118558352575.0215,1059753149374.875,1169408553522.267,1136736500482.1167,1100380204667.9265,1117296469046,1069810962193,1093719810450.302,1099372292815.4792,1118558352575.0215,1059753149374.875,1169408553522.267,1136736500482.1167,1100380204667.9265,54856717332.31828,567399844935,579256792302,564816854488,573834837190,569900971705.9727,586682263534.039,570010548870.5676,572485361954.9496,585206139272.2388,578066068027.4496,644124845313.0208,591583041648.274,578829236896.2035,581139867399,558774162547,570010548870.5676,572485361954.9496,585206139272.2388,578066068027.4496,644124845313.0208,591583041648.274,578829236896.2035,69012735578.02148,348731463424,353912422529,346399829768,350774326489,349376207112.85345,372771373281.99,350059180945.88776,352055962565.0225,363153225088.8267,371321818883.39954,426772690293.0888,366732769883.1692,359573680294.48425,356783703952,345473067440,350059180945.88776,352055962565.0225,363153225088.8267,371321818883.39954,426772690293.0888,366732769883.1692,359573680294.48425,75800201264.51752
1684886400,103.1119,103.5039,102.9439,103.4929,103.06038007901331,102.50654658340596,103.0231233408083,102.44159160256297,102.1532925951572,103.39698792366272,99.87450150914538,102.44896843051724,101.8576167597972,103.2069,101.7879,103.0231233408083,102.44159160256297,102.1532925951572,103.39698792366272,99.87450150914538,102.44896843051724,101.8576167597972,37613,1101290743407,1102275762444,1058497897283,1070260001230,1088081701553.1624,1096556821795.2892,1085899874043.5344,1095213394017.5536,1116664299581.099,1059857695164.4784,1169160991593.947,1134512100191.5083,1098816498970.6898,1117296469046,1069810962193,1085899874043.5344,1095213394017.5536,1116664299581.099,1059857695164.4784,1169160991593.947,1134512100191.5083,1098816498970.6898,49309233625.88583,573569920462,574472370581,553188914550,559922455127,567359911292.4473,587051224262.1223,566647850956.045,570690660979.5282,584214622246.9353,577885534565.7535,643914602141.52,590519325296.0842,577909919197.7864,581139867399,558774162547,566647850956.045,570690660979.5282,584214622246.9353,577885534565.7535,643914602141.52,590519325296.0842,577909919197.7864,61825777780.376114,350523348082,351414974551,339503597168,343412164981,347787733259.40924,372778145573.6887,347843508957.59186,350821134338.7336,362379065868.9119,371044110884.37067,426564549156.2296,366006178410.0133,358751953327.81055,356783703952,345473067440,347843508957.59186,350821134338.7336,362379065868.9119,371044110884.37067,426564549156.2296,366006178410.0133,358751953327.81055,67637505667.79607
1684972800,103.4739,103.9109,103.4669,103.8309,103.23759240981325,102.48337563383494,103.29238222720554,102.64006423076825,102.21908112083732,103.40130545676062,99.8843801570626,102.51088060823756,101.92728163343708,103.2069,101.7879,103.29238222720554,102.64006423076825,102.21908112083732,103.40130545676062,99.8843801570626,102.51088060823756,101.92728163343708,35683,1070670887463,1081245933570,1050622261564,1073724533191,1082139357136.522,1097482739297.308,1081841427092.6896,1092143556756.6172,1114980387173.6443,1059995673652.3044,1168922698314.5388,1132586855018.454,1097373919328.8344,1117296469046,1069810962193,1081841427092.6896,1092143556756.6172,1114980387173.6443,1059995673652.3044,1168922698314.5388,1132586855018.454,1097373919328.8344,62511003128.79342,560318443593,565223501410,549112844009,560399474101,564575433782.2842,587183043060.4391,564565058671.03,569220491425.4528,583280694868.6633,577711543914.3629,643706074980.3701,589566638934.2042,576994750803.1224,581139867399,558774162547,564565058671.03,569220491425.4528,583280694868.6633,577711543914.3629,643706074980.3701,589566638934.2042,576994750803.1224,78909855967.1556,343828570823,346529260539,337376854001,343176014565,346129205869.58496,372650272056.3045,346287677493.3946,349728974371.0574,361626005033.4644,370766816393.6307,426356338083.5924,365315821529.8743,357936188537.0545,356783703952,345473067440,346287677493.3946,349728974371.0574,361626005033.4644,370766816393.6307,426356338083.5924,365315821529.8743,357936188537.0545,86189296844.0277
1685059200,103.8259,104.0089,103.4349,103.8299,103.33818488160722,102.46237100576148,103.47155481813702,102.81004076922991,102.28225048864762,103.4055700790814,99.8942316423134,102.57485211837984,101.9896488589154,103.2069,101.7879,103.47155481813702,102.81004076922991,102.28225048864762,103.4055700790814,99.8942316423134,102.57485211837984,101.9896488589154,32616,1074212191294,1092032949634,1066387786108,1083306202779,1081846586195.9058,1098222787667.383,1082329685654.7932,1090881077616.9576,1113738262295.4229,1060227619215.754,1168708924293.2266,1131320276066.0754,1096156248524.77,1117296469046,1069810962193,1082329685654.7932,1090881077616.9576,1113738262295.4229,1060227619215.754,1168708924293.2266,1131320276066.0754,1096156248524.77,47376821237.41409,560820830975,569751185429,555760817247,565383962022,564398059276.7375,587148383819.9812,564838026454.6866,568672415796.3881,582578862208.0099,577588881407.9712,643510514149.0134,588888319113.4468,576269405302.573,581139867399,558774162547,564838026454.6866,568672415796.3881,582578862208.0099,577588881407.9712,643510514149.0134,588888319113.4468,576269405302.573,59806600509.43858,343604627203,348621782891,339643772562,345435494084,345836011473.6586,372391637936.0213,346003616356.92975,349115620044.3349,360991083035.4462,370514763435.32587,426154288535.5285,364714268646.7629,357267897424.1296,356783703952,345473067440,346003616356.92975,349115620044.3349,360991083035.4462,370514763435.32587,426154288535.5285,364714268646.7629,357267897424.1296,65161063467.83892
1685404800,103.8859,104.1059,103.4429,103.5939,103.73611484307264,102.4569422582252,103.59841325250534,103.05045240188322,102.39309243492616,103.41190987108496,99.91334384560578,102.68882247831957,102.09736239153276,104.0089,102.5529,103.59841325250534,103.05045240188322,102.39309243492616,103.41190987108496,99.91334384560578,102.68882247831957,102.09736239153276,28157,1116746435972,1132377715349,1109018729207,1119301765104,1120884114537.7476,1100682668253.4634,1109402829736.527,1101581219872.5776,1113633646886.355,1062285907689.5612,1168151044009.8225,1131047320158.1614,1096219973614.5486,1134829204308,1050622261564,1109402829736.527,1101581219872.5776,1113633646886.355,1062285907689.5612,1168151044009.8225,1131047320158.1614,1096219973614.5486,50757113990.80749,578700762659,588408775968,574464857207,582122547098,580838349559.533,586682980787.6403,576454968782.0863,573079047428.122,581854417540.1724,577586308637.5585,642853536089.242,588171513783.6385,575537321296.7062,586881807034,549112844009,576454968782.0863,573079047428.122,581854417540.1724,577586308637.5585,642853536089.242,588171513783.6385,575537321296.7062,63930148038.1391,350994878986,357794007893,348104588105,353488321648,352382314721.226,371153304350.4528,350642806076.7022,350108830004.8463,359515658496.59937,369747332953.0736,425405745265.5889,363284689569.94366,355746627423.25507,355803870656,337376854001,350642806076.7022,350108830004.8463,359515658496.59937,369747332953.0736,425405745265.5889,363284689569.94366,355746627423.25507,68895487677.32133
1685491200,103.6169,104.2399,103.5799,103.8019,103.79654339953272,102.46031032482054,103.6662421683369,103.15780205875704,102.44833979041924,103.41579036988011,99.9230530994245,102.74580824188143,102.15087133895707,104.0089,102.5529,103.6662421683369,103.15780205875704,102.44833979041924,103.41579036988011,99.9230530994245,102.74580824188143,102.15087133895707,31535,1118732207399,1124520152388,1088222860179,1101959508473,1115299711576.5354,1101103258077.5107,1106921722648.6848,1101635261101.2097,1113175837536.8118,1062680669886.4114,1167985771761.291,1130580344302.6333,1095771330770.9902,1134829204308,1050622261564,1106921722648.6848,1101635261101.2097,1113175837536.8118,1062680669886.4114,1167985771761.291,1130580344302.6333,1095771330770.9902,59688279745.13391,581554145327,584682881285,567630390500,574197741447,578986585546.0221,586375124430.7886,575702559670.3909,573238860859.3903,581554155732.5969,577552591551.0852,642682110884.1427,587864707492.2367,575243603972.9572,586881807034,549112844009,575702559670.3909,573238860859.3903,581554155732.5969,577552591551.0852,642682110884.1427,587864707492.2367,575243603972.9572,74932759848.70708,352939960952,355238981748,345540893763,348844698405,351514338819.3221,370644714344.6799,350043436852.80145,349928239776.2968,359097189473.3994,369539346539.6599,425214581603.0157,362843381303.549,355350997643.2498,355803870656,337376854001,350043436852.80145,349928239776.2968,359097189473.3994,369539346539.6599,425214581603.0157,362843381303.549,355350997643.2498,81010305432.99525
1685577600,103.7569,104.0839,103.0859,103.1359,103.701617401335,102.47087146765251,103.48946144555794,103.15467319322032,102.475302935893,103.41300539107534,99.93107518906388,102.7728099521496,102.1777959196364,104.0089,102.5529,103.48946144555794,103.15467319322032,102.475302935893,103.41300539107534,99.93107518906388,102.7728099521496,102.1777959196364,25623,1103247220353,1109999882555,1082434869446,1092365992080,1110279835635.2476,1101473673770.6155,1102069812459.1233,1100311079812.465,1112359765165.9563,1062976046226.646,1167796958328.8784,1129736123002.5857,1094983407329.3268,1134829204308,1050622261564,1102069812459.1233,1100311079812.465,1112359765165.9563,1062976046226.646,1167796958328.8784,1129736123002.5857,1094983407329.3268,55881577570.67139,575389383964,579606047685,566289084153,572222407514,577436849737.1292,586144948639.1368,574542508951.5939,573093653238.6202,581188204822.0637,577499554893.9998,642506181537.4008,587507171860.7527,574869237783.3748,586881807034,549112844009,574542508951.5939,573093653238.6202,581188204822.0637,577499554893.9998,642506181537.4008,587507171860.7527,574869237783.3748,70712917642.73375,350016685123,352349100475,345087704771,348301072924,350791956999.6711,370205517764.3166,349462648876.5343,349695787368.82587,358673812353.8151,369328020434.0314,425022537885.9645,362418981993.4672,354928642714.1631,355803870656,337376854001,349462648876.5343,349695787368.82587,358673812353.8151,369328020434.0314,425022537885.9645,362418981993.4672,354928642714.1631,76404218120.64107
1685664000,103.1169,103.6419,102.9619,103.6159,103.6437370889929,102.4852163361452,103.53160763037197,103.22056273704598,102.52003223252466,103.41502424290545,99.94027575038956,102.8183178784506,102.22174658659873,104.0089,102.5529,103.53160763037197,103.22056273704598,102.52003223252466,103.41502424290545,99.94027575038956,102.8183178784506,102.22174658659873,23801,1092179687050,1115595682972,1082562111795,1111664595800,1108907569506.7483,1102206908425.6826,1105268073572.7488,1101933010667.8274,1112332503622.1934,1063460509406.4803,1167656802617.1958,1129660563119.1057,1095004444125.2812,1134829204308,1050622261564,1105268073572.7488,1101933010667.8274,1112332503622.1934,1063460509406.4803,1167656802617.1958,1129660563119.1057,1095004444125.2812,55226677094.25089,572039132693,586125612322,568519977561,583213126133,577801050777.6643,586096040048.0931,577432714678.7292,574539292223.5316,581267613500.924,577556406349.1141,642358133958.3635,587586959364.2676,574948267637.5803,586881807034,549112844009,577432714678.7292,574539292223.5316,581267613500.924,577556406349.1141,642358133958.3635,587586959364.2676,574948267637.5803,70276742586.17705,348167523109,356206993480,346280062461,353871672621,351054031415.69824,369851132235.5318,350932323458.0229,350292342404.8508,358485493148.6067,369174225928.4291,424844882791.6699,362219054863.8326,354751931433.3808,355803870656,337376854001,350932323458.0229,350292342404.8508,358485493148.6067,369174225928.4291,424844882791.6699,362219054863.8326,354751931433.3808,76351641588.56755
1686009600,103.5839,103.9359,103.3849,103.7029,103.67338541857724,102.5104173139083,103.59565894683196,103.3313869088501,102.60571218388762,103.41934543806586,99.95869323664466,102.90596348915604,102.3054608786192,104.2399,102.9619,103.59565894683196,103.3313869088501,102.60571218388762,103.41934543806586,99.95869323664466,102.90596348915604,102.3054608786192,18844,1055162874937,1105951872681,1040534471432,1097698849845,1076113946834.3652,1104964848964.8162,1091834453937.7406,1096436649426.2028,1109171386769.6104,1064549593831.577,1166897110205.0898,1126093026463.5918,1092249747075.629,1140299335005,1082434869446,1091834453937.7406,1096436649426.2028,1109171386769.6104,1064549593831.577,1166897110205.0898,1126093026463.5918,1092249747075.629,84398899699.72028,556055184406,575227564897,548876184152,569511528364,563325942250.834,586005922298.7158,570822679888.1935,572755398993.005,579817490470.3654,577326020016.0663,641655434330.2869,586173704388.5953,573461276552.1354,588997132282,566289084153,570822679888.1935,572755398993.005,579817490470.3654,577326020016.0663,641655434330.2869,586173704388.5953,573461276552.1354,105504241447.29147,338264720411,346994787652,332747352501,342928360075,341180597013.4041,368734803530.83954,346020707919.8687,348355536185.8724,356747590993.3908,368301144372.1803,424069833806.4076,360591914936.8947,352903267049.8869,358700462155,345087704771,346020707919.8687,348355536185.8724,356747590993.3908,368301144372.1803,424069833806.4076,360591914936.8947,352903267049.8869,114533112841.96518
1686096000,103.6529,103.8729,103.1879,103.6999,103.64380595314036,102.53033638385502,103.63040596455464,103.38403163615725,102.64862151000968,103.4221370257468,99.96803457687776,102.9498718199112,102.34737120010814,104.2399,102.9619,103.63040596455464,103.38403163615725,102.64862151000968,103.4221370257468,99.96803457687776,102.9498718199112,102.34737120010814,19838,1098500337518,1104825977040,1054481974887,1063372615246,1075363487215.312,1105204348341.0957,1082347174373.827,1091713215971.8882,1107375356513.7825,1064537882601.8698,1166638622077.851,1124223863852.8997,1090526849174.6654,1140299335005,1082434869446,1082347174373.827,1091713215971.8882,1107375356513.7825,1064537882601.8698,1166638622077.851,1124223863852.8997,1090526849174.6654,88709761117.57687,570125748097,573534135883,547537674594,552269955987,561085045011.7479,585727295984.8069,564638438587.7957,569828907135.0043,578737195000.4294,577076705946.1254,641432249615.3224,585146409723.4982,572327980277.3607,588997132282,566289084153,564638438587.7957,569828907135.0043,578737195000.4294,577076705946.1254,641432249615.3224,585146409723.4982,572327980277.3607,113879715468.5665,343549476979,345420103816,328566046165,331894023580,338798886224.0156,368250113382.8124,341311813139.9125,346003891527.8906,355772941290.9049,367938884463.8004,423839681970.6363,359704403628.6103,351841478953.1995,358700462155,345087704771,341311813139.9125,346003891527.8906,355772941290.9049,367938884463.8004,423839681970.6363,359704403628.6103,351841478953.1995,123749226719.19716
1686182400,103.6289,103.6659,102.8789,102.9029,103.52980957896088,102.54493785535396,103.38790397636976,103.31529854527764,102.6585932154995,103.41697048817716,99.97536258043112,102.9590866739403,102.35809975705868,104.2399,102.9619,103.38790397636976,103.31529854527764,102.6585932154995,103.41697048817716,99.97536258043112,102.9590866739403,102.35809975705868,17374,1063773447489,1081718898677,1057292244295,1069490433774,1074141631447.0568,1105809059718.565,1078061594173.8846,1088538532800.7614,1105889673269.0852,1064587161718.0104,1166396054816.1685,1122601442788.063,1089177903750.1075,1140299335005,1082434869446,1078061594173.8846,1088538532800.7614,1105889673269.0852,1064587161718.0104,1166396054816.1685,1122601442788.063,1089177903750.1075,58726675789.75997,552671781665,561389875773,548639737403,555243091261,559842007884.5421,585633889648.6044,561506656145.5304,567745219153.0037,577815857598.8832,576859456048.761,641217045724.3004,584256628339.8359,571375086857.9304,588997132282,566289084153,561506656145.5304,567745219153.0037,577815857598.8832,576859456048.761,641217045724.3004,584256628339.8359,571375086857.9304,73729791561.70375,332332956153,337535497608,328726529414,333240269555,337629790336.40485,367911696766.01166,338621298611.60834,344180516960.33484,354889307105.1832,367593624613.9616,423613466209.2989,358903997135.1995,350874617075.1668,358700462155,345087704771,338621298611.60834,344180516960.33484,354889307105.1832,367593624613.9616,423613466209.2989,358903997135.1995,350874617075.1668,80139826702.3976
1686268800,102.9099,103.1969,102.8969,103.1099,103.4424735254038,102.5576731366654,103.29523598424652,103.28595589595226,102.67629152077404,103.41391506043412,99.9831891407796,102.97607382828548,102.37650921326258,104.2399,102.9619,103.29523598424652,103.28595589595226,102.67629152077404,103.41391506043412,99.9831891407796,102.97607382828548,102.37650921326258,17575,1070245082139,1080658399596,1055251057126,1065286731901,1073167393769.5568,1106361550964.5269,1073803306749.5896,1085216846957.9384,1104297401058.572,1064594122615.3536,1166143597081.0493,1120955152327.5537,1087639649789.5906,1140299335005,1082434869446,1073803306749.5896,1085216846957.9384,1104297401058.572,1064594122615.3536,1166143597081.0493,1120955152327.5537,1087639649789.5906,44990976442.12632,556002329531,561069761581,545345920246,551486624812,558846686247.7673,585484677744.5127,558166645701.0203,565422562818.5746,576783338666.0642,576606990066.3057,640992999729.5132,583280471791.6932,570286205540.4352,588997132282,566289084153,558166645701.0203,565422562818.5746,576783338666.0642,576606990066.3057,640992999729.5132,583280471791.6932,570286205540.4352,56960948525.005936,333994446115,337996648142,325565882466,330173665723,336752950857.6314,367553198445.4613,335805420982.0722,342179538212.14417,353920066266.6662,367221286714.5491,423380158342.91614,358017305654.4696,349822826878.8628,358700462155,345087704771,335805420982.0722,342179538212.14417,353920066266.6662,367221286714.5491,423380158342.91614,358017305654.4696,349822826878.8628,61458264491.32895
1686614400,103.1439,103.1939,102.5949,102.8629,102.98480036858196,102.5893131258683,103.12860488188734,103.21424718886288,102.70311185750806,103.4062649020631,99.99837616939944,103.0010013245882,102.40522239042792,103.9619,102.8789,103.12860488188734,103.21424718886288,102.70311185750806,103.4062649020631,99.99837616939944,103.0010013245882,102.40522239042792,19993,1022852313533,1045146290884,1012449118602,1024669945186,1024076034206.5668,1107470361670.3572,1033426604061.1536,1056726845647.1052,1092310558858.6476,1062971691740.1808,1164721405854.129,1108573077189.012,1076048040528.2828,1109676886333,992224597315,1033426604061.1536,1056726845647.1052,1092310558858.6476,1062971691740.1808,1164721405854.129,1108573077189.012,1076048040528.2828,57243664614.18909,520150578249,532409708612,513421957529,521472705016,520450672713.6533,584222549800.0889,528037663229.1151,544773427118.13855,568465877677.2865,574408277434.9681,639794393443.0615,575602680435.2513,561329074919.3217,583435264633,499517977242,528037663229.1151,544773427118.13855,568465877677.2865,574408277434.9681,639794393443.0615,575602680435.2513,561329074919.3217,70468420929.62996,310606998260,319971063269,306112194578,312321064938,310971934066.5107,365658223521.9624,315786763858.0883,327651238740.89746,347500494831.3421,364996479499.6523,422256736161.6967,352398032708.15063,342602956954.5336,356056343136,292994203713,315786763858.0883,327651238740.89746,347500494831.3421,364996479499.6523,422256736161.6967,352398032708.15063,342602956954.5336,76813270435.81628
1686700800,102.8649,102.9559,102.2219,102.5659,102.8643053149488,102.60416079265627,102.9410365879249,103.12162616188247,102.69773100035088,103.39790306224158,100.00478696548085,102.99360345255322,102.40185854814855,103.9619,102.8789,102.9410365879249,103.12162616188247,102.69773100035088,103.39790306224158,100.00478696548085,102.99360345255322,102.40185854814855,14898,1025625746915,1034208583435,978867485342,992309710309,1017626901712.0946,1107683996841.7654,1019720972810.4355,1047524397741.6616,1088388956954.7396,1062268587447.3333,1164290914729.172,1104633293693.465,1072144620216.0142,1109676886333,992224597315,1019720972810.4355,1047524397741.6616,1088388956954.7396,1062268587447.3333,1164290914729.172,1104633293693.465,1072144620216.0142,44549399601.20172,522407862308,528081576143,497234421854,504727632564,517416410531.4391,583995459964.1658,520267653007.4101,539052599324.6902,565966338653.2361,573714937685.0083,639457148097.5458,573337336567.279,558595340739.1931,583435264633,499517977242,520267653007.4101,539052599324.6902,565966338653.2361,573714937685.0083,639457148097.5458,573337336567.279,558595340739.1931,55312603781.9553,313258820970,317678597540,301257131875,306230445647,310224902158.8339,365342098368.9424,312601324454.3922,324591125441.7692,345882061529.99536,364411742844.4021,421967032564.9059,350981615651.64734,340782507408.3434,356056343136,292994203713,312601324454.3922,324591125441.7692,345882061529.99536,364411742844.4021,421967032564.9059,350981615651.64734,340782507408.3434,59859879716.14871
