time,open,high,low,close,Time Segmented VWAP,Previous Time Segmented VWAP,Rolling VWAP,Time Segmented STDEV1,Time Segmented STDEV1,Time Segmented STDEV2,Time Segmented STDEV2,Time Segmented STDEV3,Time Segmented STDEV3,Time Segmented STDEV4,Time Segmented STDEV4,Previous Time Segmented STDEV1,Previous Time Segmented STDEV1,Previous Time Segmented STDEV2,Previous Time Segmented STDEV2,Previous Time Segmented STDEV3,Previous Time Segmented STDEV3,Previous Time Segmented STDEV4,Previous Time Segmented STDEV4,Rolling VWAP STDEV1,Rolling VWAP STDEV1,Rolling VWAP STDEV2,Rolling VWAP STDEV2,Rolling VWAP STDEV3,Rolling VWAP STDEV3,Rolling VWAP STDEV4,Rolling VWAP STDEV4,5 Ema,13 Ema,50 Ema,200 Ema,800 Ema,Upper 50 Ema Cloud,Lower 50 Ema Cloud,YDay Hi,YDay Lo,LWeek Hi,LWeek Lo,Psy-Hi,Psy-Lo,Daily Open,HK VWAP,LDN VWAP,NY VWAP,VWAP_Asia - STDEV +3,VWAP_Asia - STDEV +2,VWAP_Asia - STDEV +1,VWAP_Asia - STDEV -1,VWAP_Asia - STDEV -2,VWAP_Asia - STDEV -3,VWAP_London - STDEV +3,VWAP_London - STDEV +2,VWAP_London - STDEV +1,VWAP_London - STDEV -1,VWAP_London - STDEV -2,VWAP_London - STDEV -3,VWAP_NY - STDEV +3,VWAP_NY - STDEV +2,VWAP_NY - STDEV +1,VWAP_NY - STDEV -1,VWAP_NY - STDEV -2,VWAP_NY - STDEV -3,5 Ema,13 Ema,50 Ema,200 Ema,800 Ema,Upper 50 Ema Cloud,Lower 50 Ema Cloud,YDay Hi,YDay Lo,LWeek Hi,LWeek Lo,Psy-Hi,Psy-Lo,Daily Open,PVSRA Volume,Volume MA
1664748000,112.059,112.45,111.3365,111.5205,111.769,NaN,107.30556991602387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.05361546185914,111.53874244367181,109.03104099071275,103.48280332006087,97.67201512106577,109.78548310684738,108.27659887457813,NaN,NaN,112.944,109.047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.05361546185914,111.53874244367181,109.03104099071275,103.48280332006087,97.67201512106577,109.78548310684738,108.27659887457813,NaN,NaN,NaN,NaN,NaN,NaN,NaN,121249,NaN
1664841600,111.4105,111.741,109.875,109.9845,111.15766414381308,NaN,107.39091603889321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.3639103079061,111.31670780886155,109.06843154009657,103.54749681936374,97.70275790478345,109.8235596941278,108.31330338606534,NaN,NaN,114.6865,111.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.3639103079061,111.31670780886155,109.06843154009657,103.54749681936374,97.70275790478345,109.8235596941278,108.31330338606534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,118757,NaN
1664928000,110.0255,111.559,109.9055,111.0565,111.05839684582538,NaN,107.46870208634883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.26144020527073,111.27953526473847,109.1463950091124,103.62221326892231,97.73610058167537,109.90676830910009,108.3860217091247,NaN,NaN,114.6865,111.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.26144020527073,111.27953526473847,109.1463950091124,103.62221326892231,97.73610058167537,109.90676830910009,108.3860217091247,NaN,NaN,NaN,NaN,NaN,NaN,NaN,109256,NaN
1665014400,110.788,112.1645,110.621,112.1075,111.20290755490959,NaN,107.57318677091168,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.54346013684716,111.3978159412044,109.26251677346093,103.70664398266437,97.7719842256662,110.02922644208353,108.49580710483833,NaN,NaN,114.6865,111.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.54346013684716,111.3978159412044,109.26251677346093,103.70664398266437,97.7719842256662,110.02922644208353,108.49580710483833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,117900,NaN
1665100800,112.0985,112.7085,111.782,112.5675,111.41842951874392,NaN,107.67433650541534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.8848067578981,111.56491366388948,109.3921239588154,103.7948117042299,97.80892683683807,110.16683109849504,108.61741681913577,NaN,NaN,114.6865,111.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,111.8848067578981,111.56491366388948,109.3921239588154,103.7948117042299,97.80892683683807,110.16683109849504,108.61741681913577,NaN,NaN,NaN,NaN,NaN,NaN,NaN,107771,NaN
1665352800,112.6065,113.1945,112.414,112.9925,112.86699999999999,NaN,107.77501895955147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.25403783859873,111.76885456904813,109.53331517611676,103.88633099075497,97.84683838031663,110.31374714670295,108.75288320553057,NaN,NaN,114.6865,111.463,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.25403783859873,111.76885456904813,109.53331517611676,103.88633099075497,97.84683838031663,110.31374714670295,108.75288320553057,NaN,NaN,NaN,NaN,NaN,NaN,NaN,101489,NaN
1665446400,112.9265,113.3635,112.185,113.1005,112.87584668484557,NaN,107.8941855538286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.53619189239916,111.95908963061268,109.67320477705336,103.9780142644788,97.8849249261835,110.45746431970365,108.88894523440307,NaN,NaN,112.7085,109.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.53619189239916,111.95908963061268,109.67320477705336,103.9780142644788,97.8849249261835,110.45746431970365,108.88894523440307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,125514,NaN
1665532800,113.1485,113.3975,112.79,113.0845,112.95163743708756,NaN,108.00749032710958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.71896126159945,112.11986254052516,109.80698106030617,104.0686260628422,97.92287642449516,110.59555467105886,109.01840744955348,NaN,NaN,112.7085,109.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.71896126159945,112.11986254052516,109.80698106030617,104.0686260628422,97.92287642449516,110.59555467105886,109.01840744955348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,123749,NaN
1665619200,113.1015,113.706,111.904,112.2915,112.86156892855514,NaN,108.11966979838894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.57647417439964,112.144382177593,109.90441317558829,104.15044570400795,97.95875313754262,110.69153718337732,109.11728916779926,NaN,NaN,112.7085,109.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.57647417439964,112.144382177593,109.90441317558829,104.15044570400795,97.95875313754262,110.69153718337732,109.11728916779926,NaN,NaN,NaN,NaN,NaN,NaN,NaN,138721,NaN
1665705600,112.3735,113.1585,111.923,113.0975,112.83160831687273,NaN,108.22578758692742,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.75014944959976,112.28054186650829,110.02963226674169,104.23947111988846,97.99655275517672,110.81709606351775,109.24216846996562,NaN,NaN,112.7085,109.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,112.75014944959976,112.28054186650829,110.02963226674169,104.23947111988846,97.99655275517672,110.81709606351775,109.24216846996562,NaN,NaN,NaN,NaN,NaN,NaN,NaN,139301,NaN
