time,open,high,low,close,5 Ema,13 Ema,50 Ema,200 Ema,800 Ema,Upper 50 Ema Cloud,Lower 50 Ema Cloud,YDay Hi,YDay Lo,LWeek Hi,LWeek Lo,Psy-Hi,Psy-Lo,Daily Open,PVSRA Volume,Volume MA,PVSRA Volume,50 EMA
1669075200,745546424057,769491592028,732184309561,763706974888,768446429041.2156,798979403238.774,872021722461.8783,1078918903452.1448,1260278812667.7483,890890564202.6674,853152880721.0892,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,104760486337.32088,NaN,104760486337.32088,872021722461.8783
1669161600,765447551637,794875014619,759190376771,788192817237,775028558439.8104,797438462381.3778,868734314413.8439,1076026106574.3821,1259100071106.1235,887212923762.5953,850255705065.0924,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,108080147146.06578,NaN,108080147146.06578,868734314413.8439
1669248000,789309643179,802884609883,780521923853,791770083684,780609066854.5403,796628693996.0381,865716109287.1833,1073197688436.1693,1257933204720.5503,883742591660.0233,847689626914.3434,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,87645284329.41212,NaN,87645284329.41212,865716109287.1833
1669334400,792494983277,798423089675,776208350787,788963041262,783393724990.3602,795533600748.3184,862706185050.9016,1070369482991.6503,1256762243014.037,880448934224.1707,844963435877.6326,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,62396484609.68204,NaN,62396484609.68204,862706185050.9016
1669420800,790762357910,807586201119,784474464457,790818252032,785868567337.5735,794859979503.13,859887050422.7094,1067587878703.4945,1255598837293.7324,877364499651.243,842409601194.1757,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,59814923975.25573,NaN,59814923975.25573,859887050422.7094
1669507200,792121672827,805014276230,785487590244,789878036834,787205057169.7157,794148273407.54,857141598909.4266,1064824596694.8428,1254435988853.1338,874769500048.2463,839513697770.6069,NaN,NaN,819351628062,753122924853,NaN,NaN,NaN,64024361914.56931,NaN,64024361914.56931,857141598909.4266
1669593600,789382424487,793833550210,763751883470,776154165153,783521426497.4772,791577686514.0343,853965621115.057,1061952254092.4364,1253241777058.6267,871780287395.9714,836150954834.1426,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,87236071232.98872,NaN,87236071232.98872,853965621115.057
1669680000,776794278208,800099012487,769680662062,789456132632,785499661875.6515,791274607388.0294,851435837252.9763,1059240849898.8002,1252083760468.298,869312174638.8661,833559499867.0865,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,75110293188.79414,NaN,75110293188.79414,851435837252.9763
1669766400,790297937043,827602693324,787172235552,820825557013,797274960254.7677,795496171620.1681,850235434106.3105,1056868558427.2997,1251006960959.0464,868053607347.6233,832417260864.9978,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,91219732165.37932,NaN,91219732165.37932,850235434106.3105
1669852800,820604738430,826099288981,804092069439,810707015342,801752311950.5118,797669149294.7155,848685300037.122,1054419189839.3862,1249907585314.5593,866425688749.3105,830944911324.9333,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,72521256927.23206,NaN,72521256927.23206,848685300037.122
1669939200,809815553617,820354211570,799985298849,817815237005,807106620302.0079,800547161824.7561,847474709329.9799,1052064921651.9794,1248828703046.6204,865102247586.0964,829847171073.8633,NaN,NaN,807586201119,727580780351,NaN,NaN,NaN,63679045719.42146,NaN,63679045719.42146,847474709329.9799
